timestamp,content,source,sentiment
"May 28, 2021 @ 21:41:01.019","دقیقا 
چندلر خیلی خیلی همهذجوره تغییر کرده بود 
هم کیف کردم دیدمشون 
هم خیلی ناراحت شدم",twitter,neu
"May 28, 2021 @ 21:41:00.984","خیالت راحت نباشه چون حتی با واکسن هم احتمال گرفتن کرونا هست.",twitter,neg
"May 28, 2021 @ 21:41:00.273","اونجایی‌که یک داره ازش خون میره و میدونه داره میمیره ولی به جای اینکه بمونه سرجاش و آروم جون بده هنوز سینه‌خیز با جون کندن سعی میکنه از اون منطقه دور بشه",twitter,neu
"May 28, 2021 @ 21:40:52.913","آره، قطعاً مسائل مالی نباید تابو باشه و بیان صادقانه توقعات مالی نباید هیچ اشکالی داشته باشه، اما فکر کنم شرکتها دنبال آدمهایی هستن که انگیزه‌ها و مسیر شغلیشون با مسیر شرکت همسو باشه. اینکه یکی پول دوست داره دلیل کافی نیست که من استخدامش کنم.",twitter,neu
"May 28, 2021 @ 21:40:51.413","منم جاشو خیلی دوس 
بش بگو تکون نخوره
به هیچ وجه =)))",twitter,pos
"May 28, 2021 @ 21:40:50.668","دارم رفیق ولی وقتی میرم اونجا به هیشکی نمیگم خودم تنها ول میگردم و خونه های تاریخی و در دیوارو نگا میکنم=)))",twitter,neu
"May 28, 2021 @ 21:40:50.660","اره ولی مثل همون قانونهای رو زمین مونده.از بین میلیونها زن چنتاشون جریمه شدن؟کی اصلا گزارش بده نده...ولی جریمه هم فوقش صد تومن.نه ۴۰ هزار یورو...خیلی پوله براشون.بی انصافی نکن",twitter,neg
"May 28, 2021 @ 21:40:48.373","گلرخ سمپاش کی بودی تو",twitter,neu
"May 28, 2021 @ 21:40:45.711","این حجم از حماقت و بیشعوری از کجا میاد

.. #تخریب_مجسمه_های_میدان_حر",twitter,neg
"May 28, 2021 @ 21:40:45.470","قربونت، مرسی از توجهت 🙏🌹🌷.",twitter,pos
"May 28, 2021 @ 21:40:42.316","واقعا سگ توش! یه دوستی دارم برزیله و گفت کووید گرفته و الان مدتیه خبری ازش ندارم 😢",twitter,neg
"May 28, 2021 @ 21:40:37.967","مربیگری پرسپولیس
از بسکتبال گوه سرم نمیشه😂",twitter,neu
"May 28, 2021 @ 21:40:36.837","﷽
راهی رو که صدام نتونست ببنده 
آمریکا نتونست ببنده 
داعش با اون ترس و وحشت نتونست ببنده 
اصلاحاتی ها بستند
درحالی که ترکیه زمینی و هوایی با قیمت کمتر از قبل باز بود",twitter,neu
"May 28, 2021 @ 21:40:34.460","ببین نه واقعا. یه چرخ تو همین تایملاین بزنی میبینی هزارتا معیار میذارن که اون پسر/دختر تا ۱۰۰سال دیگه هم به اون شخصی که داره معیار تعیین می‌کنه نگاه نمی‌کنن.
خود تو هم الان اینو میگیو یکی با همین دو ویژگی بیاد بابات میرینه پس کله‌ش. یعنی می‌خوام بگم خانواده‌ها هم همینن.",twitter,neu
"May 28, 2021 @ 21:40:25.152","لطفا جی جی و تتلو رو به عنوان رپر معرفی نکن",twitter,neg
"May 28, 2021 @ 21:40:24.845","تو فیلم کفش هایم کو 
رضا کیانیان آلزایمر داره یه جا زنِ بهش میگه منو میشناسی؟!
میگه نه 
فقط یادمه خیلی دوست داشتم...",twitter,pos
"May 28, 2021 @ 21:40:24.546","که البته این جدا از مسئله پخش فیلم بدون اجازه افراد و رابطه داشتن با دخترای زیر سن قانونیه.",twitter,neg
"May 28, 2021 @ 21:40:21.753","پیشتر هم همین بوده👌🚬🚶‍♂️🚶‍♂️🚶‍♂️",twitter,neu
"May 28, 2021 @ 21:40:15.993","وایسممثممصمصممش من تازه اومدممم این چیه قلبممم",twitter,pos
"May 28, 2021 @ 21:40:14.255","رئیسی چنان چوبی تو لونه زنبور کرده که همه تاریخدان و تاریخ خوان شدن 😁",twitter,neu
"May 28, 2021 @ 21:40:11.878","دو ساعت برنامه کمدی رو با بغض ببینی 🥲
#FriendsReunion",twitter,neg
"May 28, 2021 @ 21:40:11.455","حتی دروغ ها و عده های پوچ و غیر واقعی انتخاباتی حضرات هم با نرخ تورم همراه نیست",twitter,neg
"May 28, 2021 @ 21:40:08.974","اون‌هاشون که بلدم نیستن با مسیریاب کار کنن 😢",twitter,neg
"May 28, 2021 @ 21:40:07.818","هنوزم تو شب‌هات اگه ماهو داری 
من اون ماهو دادم به تو یادگاری.",twitter,pos
"May 28, 2021 @ 21:40:06.188","هَعییییی
ننه چرا منو زاییدی",twitter,neg
"May 28, 2021 @ 21:40:06.069","آیدی رو دادم بچه ها پایگاه بررسی میشی😒
با گونی میان خدمتت😂😂",twitter,neu
"May 28, 2021 @ 21:40:06.054","فرندز بیشتر برای یادگیری زبان انگلیسی بخصوص برای اوناییکه قصد رفتن داشتن مطرح شد و برای شمایی که زبانت فرانسه بوده پیشنهاد نشده
البته من خودمم چن قسمتشو دیدم ولی دیگه پیگیرش نشدم",twitter,neu
"May 28, 2021 @ 21:40:03.326","چیزی رو قطعی نگفتم انقدر تعصب اصلا خوب نیست از منطق دورتون میکنه",twitter,neg
"May 28, 2021 @ 21:39:59.532","این کتاب دینیه که، دینی خریدین؟",twitter,neu
"May 28, 2021 @ 21:39:58.184","این توئیت خیلی چسبید",twitter,pos
"May 28, 2021 @ 21:39:57.465","یه حسی بهم میگه اگه رییس‌جمهور هم بشه به سختی این اتفاق میفته.",twitter,neu
"May 28, 2021 @ 21:39:56.957","نه همه اینجوری نیستن. من هیچوقت رسمی لباس نمیپوشم، با ادب هم نیستم زیاد، ولی ۹۰% آب میخورم با غذا و همه جا.",twitter,neu
"May 28, 2021 @ 21:39:56.663","خب همتی که هست خودشم خواهر زاده رفسنجانیه🤪😆🤭",twitter,neu
"May 28, 2021 @ 21:39:56.031","با چه مدرکی نوشتید ؟؟؟؟؟",twitter,neu
"May 28, 2021 @ 21:39:54.256","پاره امید وارم از اموزشات لذت ببرن",twitter,pos
"May 28, 2021 @ 21:39:54.196","رفتی تو خط ننه من غریبم بازی 🤦‍♂️",twitter,neg
"May 28, 2021 @ 21:39:53.819","😂🙌💙
اون روز شدیدا باد بود، همچیمو بهم ریخته بود این عکسم گرفتم استوری کردم که حکایت باد با سرکلم چه کردو بگم دیگه آواتارم گذاشتم :))
خودم عکسو میبینم هی میخوام کنار ریشامو قیچی بزنم :)))))",twitter,pos
"May 28, 2021 @ 21:39:41.643","واقعا امیدوارم یه فکر جدی برای سینمای ایران بکنن
از داغون بودن سینمای ایران هر چی بگیم 
کم گفتیم",twitter,neg
"May 28, 2021 @ 21:39:39.291","ولی خب تو خوبی که میتونی بقیه رو همچین ببینی :)
چراااا 
خودت میدونی چقدر حرفاتو دوس دارم
فلسفی حرف زدنات 
همه چی =)
هقق
گلبممممممممممممممم
دلم ضعف رف برا این کاربر =))",twitter,pos
"May 28, 2021 @ 21:39:37.644","نمیدونم ما انقلاب رو اشتباه فهمیدیم یا اینا!! که اینا شدن جبهه انقلاب ما هم شدیم منحرف از انقلاب",twitter,neu
"May 28, 2021 @ 21:39:28.002","عوهوم با حرکت دستش بهم بکن بکن رو نشون داد 💦",twitter,neu
"May 28, 2021 @ 21:39:24.627","های گایز. یو نو وات؟
وقتی دیدم پسرامون بعد از(  السلام علیکم )همین تازگیا گفتن ناماسته (هندی) دلم گرفت. دلم خواست مثلا بگن سلام چطوری؟ من خوبم تو چطوری؟🤣😐

این چیه؟ همینم نداریم هعیییی!

لطفا ایگنور نکنید و یه چیز خوب بگید بلکه دلم واشه🥺",twitter,neu
"May 28, 2021 @ 21:39:23.205","ریدن به مملکت جا پاشونم ملومه
به قول دائیم اگه ما شانس داشتیم اسممون شانس الدین بود",twitter,neg
"May 28, 2021 @ 21:39:21.767","تازه یه چیزی هم به جناب ملک الموت بدهکاریم",twitter,neu
"May 28, 2021 @ 21:39:20.632","تو به پروفت هم حتی خیانت کردی 😂",twitter,neg
"May 28, 2021 @ 21:39:18.114","اون موقع ک دهنت خشک میشه میفهمی چ گهی خوردی و با عن ترین حالت ممکن دوباره باید ضبط کنی:/",twitter,neg
"May 28, 2021 @ 21:39:18.069","اگه باشه من راضی ام به اینکه مغلوبش بشم. توعم؟",twitter,pos
"May 28, 2021 @ 21:39:17.196","قطعا شما یه مامان هستی
چون اون گفته توییت نکن و شما توییت کردی😂😂",twitter,neu
"May 28, 2021 @ 21:39:14.538","به زودی ایشالا :)",twitter,pos
"May 28, 2021 @ 21:39:14.007","مگر یک مسلمان میتواند ۱۵۰۰ نفرو بکشه یه هواپیما هم با موشک بزنه؟",twitter,neg
"May 28, 2021 @ 21:39:13.764","این چرا ترک خورده!؟ 😁",twitter,neg
"May 28, 2021 @ 21:39:12.080","چیزی که همیشه ساعت ها بهش فکر میکنم:",twitter,neu
"May 28, 2021 @ 21:39:05.167","رجز خوانی و اراجیف گویی بماند برای بعد از انتخابات 
فعلا که دولت فاسد و جنایتکار روحانی ۹۰ درصد منفور است",twitter,neg
"May 28, 2021 @ 21:39:04.869","آقای مهرعلیزاده بزرگوار
با لگد زدن به آقای رئیسی هم نمی توانی رای جمع کنی
خودت رو خسته نکن 
به جست و جوی خودت در گوگل ادامه بده",twitter,neg
"May 28, 2021 @ 21:39:02.794","مدعیان رفاقت همگی تا نقطه ای همراهند
عده ای تا مرز مال
عده ای تا مرز جان
عده ای تا مرز منفعت
عده ای تا مرز آبرو
و همگی تا مرز این جهان
و فقط خداست که همواره می ماند",twitter,neu
"May 28, 2021 @ 21:39:02.179","به نظر من یا خودت بگو یا کلا نگو 🤷🏻‍♂️",twitter,neu
"May 28, 2021 @ 21:38:56.291","باز اینا یه دوره ای کل آسیا رو گاییده بودن همین چند وقت پیش ولی فوتبالمون خیلی وقته هیچ پوخی نبوده تو آسیا",twitter,neg
"May 28, 2021 @ 21:38:55.537","ویزات که بیاد، همه‌چیز که ردیف شد، می‌‌ریم دریا. خب؟",twitter,neu
"May 28, 2021 @ 21:38:53.437","جان به نوشین🤤😎😂♥️",twitter,pos
"May 28, 2021 @ 21:38:52.903","من انقدر عاشق استادم و سازم و موسیقی شدم که امروز فرصت نکردم‌ تمرین کنم، ناراحتم:(",twitter,neg
"May 28, 2021 @ 21:38:52.195","کسی که ریتوییت کرده بود بحثش امروز بود...
از گروه های دیگه اطلاع ندارم ولی 
گفتی گروه های دیگه منم برات مثال اوردم...
کیپاپ و غیر کیپاپ داره مگه؟
از این مجریا همه جا پیدا میشه... 
حرفم این بود که نگو خودخواهی چون ما خودمون کم از این بحثا برامون پیش نیومده :)

همین...",twitter,neu
"May 28, 2021 @ 21:38:51.316","دروغ نگید !

 شازده هیچ زمان دنبال براندازی نبوده و بر عکس به دنبال حفظ نظام بوده ! در مصاحبه دیگری با بی‌ بی‌ سی‌ گفت براندازی در ادبیات من نیست !",twitter,neu
"May 28, 2021 @ 21:38:50.105","جذاب‌ترین چیز برای من سعی و تلاشه. یکی که واقعاً دلش بخواد باهام حرف بزنه، منو ببینه، و منو جزئی از روزش قرار بده",twitter,pos
"May 28, 2021 @ 21:38:47.187","قبول کردم دیگه تو که بیجنبه نبودی 🙁😂",twitter,neu
"May 28, 2021 @ 21:38:38.855","- منو دوس داری؟
-هر چی فکر میکنم اصلاً یادم نمیاد که به یادت خودارضایی کرده باشم!",twitter,neu
"May 28, 2021 @ 21:38:36.604","منم فک کنم قدیمیترین این چالشم :))))۳برابر شما",twitter,neu
"May 28, 2021 @ 21:38:34.454","آره این خوبه:)",twitter,pos
"May 28, 2021 @ 21:38:31.715","تصادف کردیم ماشین به اسم منه",twitter,neg
"May 28, 2021 @ 21:38:31.295","فرشته و من خیلی ساله دوستیم. تو بیشتر خوشحالی ها بوده، ولی تو ناراحتی ها همیشه هست. انقدر این دختر رو من دوسش دارم که هر بار میبینمش ذوق می‌کنم.",twitter,pos
"May 28, 2021 @ 21:38:29.917","الحق که هر کاری کنی آخرش یه کارشناس بی بی سی بیشتر نمیتونی باشی",twitter,neu
"May 28, 2021 @ 21:38:27.235","محبوبت احتمالا الان با یه محبوب دیگه ست  بعدا بازخواستش کن 😂😂",twitter,neu
"May 28, 2021 @ 21:38:23.488","شاگردا برای مزاح روی تخته سیاه نوشتن
شورت آقای معلم گلداره 
معلم دیدو با خونسردی گفت من کاری ندارم ولی هر کی نوشته مامانش خیلی دهن لقه (=",twitter,neu
"May 28, 2021 @ 21:38:22.830","باید هم سوخته باشید
به هرحال امسال و این انتخابات برای شما نون و پولی (کلیپ تبلیغاتی) نداشت باید هم داغ کنی
#رای_بی_رای",twitter,neg
"May 28, 2021 @ 21:38:21.979","به پیغام کلاغ های سیاه شک کن که شب جز تیرگی چیزی نمیاره",twitter,neg
"May 28, 2021 @ 21:38:17.916","این کاربری که صحبت میکنه صداشو میشناسم ، قبلا یکی دیگه بود و کلا میخواد بحثو به هم بریزه",twitter,neg
"May 28, 2021 @ 21:38:17.762","بعد من میگم این تتلوی فوتباله میگید نه",twitter,neu
"May 28, 2021 @ 21:38:14.345","ما در منطقه‌های مختلف زندگی نمی.كنيم، حتي روی كُره‌ی خاكی هم زندگی نمي‌كنيم. مكان حقيقيِ زندگیِ ما قلبِ كسانی‌ست كه دوستشان می‌داريم !",twitter,pos
"May 28, 2021 @ 21:38:08.791","رقص اونم با نماد هم جنس بازان😔
باید بر این اوضاع اسفناک گریست😭😭😭",twitter,neg
"May 28, 2021 @ 21:38:06.372","نیازمند یه دوستیم مثل شما 🤦‍♂️",twitter,pos
"May 28, 2021 @ 21:37:58.689","نههههههه من میدونم حصین پارتی نمیخونه من کلی دارم میگم مخاطب های رپ فارسی این دو ژانر رو بیشتر میپسندن :((((",twitter,neu
"May 28, 2021 @ 21:37:57.607","🥺💜منم ازشون یادگرفتم که همیشه نیاز نیست عالی باشیم ،براهمین این نقاشیو گذاشتم با اینکه معمولی بود ولی پر حس خوب بودبرام💜",twitter,pos
"May 28, 2021 @ 21:37:55.828","گاییدن با قوم عاد بخدا اههههه
حالا ازشون بپرسی پیامبر چجوری مرده نمیدونن کصمخا....",twitter,neg
"May 28, 2021 @ 21:37:51.972","ببخشید که منشن بی ریط میدم اما گاهش اشاره میشه ممکنه برید به حفاظت یا ... مگه شما ناشناس نیستید اینجا؟",twitter,neu
"May 28, 2021 @ 21:37:38.872","بنظرم به اندازه کافی با How its started&amp; How its going دل مارو سوزوندین؛ دیگه کافیه",twitter,neu
"May 28, 2021 @ 21:37:38.178","یووه و اینتر رقابتی با هم ندارن. یه دونه قهرمانی بیشتر کلی برتری متفاوت دیگه رو تحت تاثیر قرار نمیده. اینتر در لیگ قهرمانان یک outsider محسوب میشه.",twitter,neu
"May 28, 2021 @ 21:37:37.937","دقیقا ‌.. این در مورد تو فقط می‌تونه یک نقل قول از فیلم باشه ..مه‌سا♥️♥️♥️♥️♥️اینه",twitter,pos
"May 28, 2021 @ 21:37:37.243","به به مبارکهه 🤩🥳",twitter,pos
"May 28, 2021 @ 21:37:37.127","وقتی دراز کشیدم یه پی ام مهم واسم میاد پا میشم میشینم جواب میدم.",twitter,neu
"May 28, 2021 @ 21:37:36.014","حالیتونه فقط 600 هزار تا با 100m فاصله داریم
وایی جدی جدی 99.3m تو یک هفته رکورد و زدیم 
بهتون افتخار میکنم هق",twitter,pos
"May 28, 2021 @ 21:37:34.865","والا خب 🤷🏻‍♂️
البته یاد اون بازی پل سازی هم افتادم ها
اما این شابلون وارد‌تر بود",twitter,neu
"May 28, 2021 @ 21:37:34.394","جرواجرررررر
یکی دوتا عکس دیدم خوب بود چشماش 😐 من همیشه عکسایی که دارم بی کیفیت و عجیبه 💔🚬",twitter,neu
"May 28, 2021 @ 21:37:34.069","کور شه هرکی موفقیت تورو نتونه ببینه😍 تو فقط شوعاف کن😌♥️",twitter,pos
"May 28, 2021 @ 21:37:27.032","جدی چیشد که جمعه ها انقدر دلگیر شد؟",twitter,neg
"May 28, 2021 @ 21:37:24.831","به زندگی شخصی مردم چیکار داریم ما ☹️😂😂
مشکلات مردم دیگه الان رئیس جمهور چیکار میکنه شورا هم همون کارو میکنه تقریبا 😅
مگه 18 و چهار ماهتون نبود چقدر زود بزرگ میشید شما 😂😂",twitter,pos
"May 28, 2021 @ 21:37:22.773","حالا یه منشن بذاره من می‌فهمونمش😂😂",twitter,neu
"May 28, 2021 @ 21:37:21.949","به جهنم",twitter,neg
"May 28, 2021 @ 21:37:19.570","سلام قربونتون برم بوس به سر و کله قشنگتون",twitter,pos
"May 28, 2021 @ 21:37:16.494","کصکش با همسر من درست حرف بزن",twitter,neg
"May 28, 2021 @ 21:37:14.545","میگن چون خدا کافرا رو رها کرده  به حال خودشون:)",twitter,neu
"May 28, 2021 @ 21:37:12.914","نزدیک بود وقتی از خواب پا میشم ببینم توی کنسرت مایکل جکسونم :)))",twitter,neu
"May 28, 2021 @ 21:37:11.026","یهو زشت نباشه هرچی کمک های ماه رمضون بود به نام یه ارگان تموم شد...البته مردم باید بدانند از دست چه کسی بسته میگیرند",twitter,neg
"May 28, 2021 @ 21:37:08.197","دلم میخواد یه وان شات کوچولو از توکچول بنویسم با هیچول تاپ
ولی دعا نیست :(
 #슈퍼주니어
#SUPERJUNIOR",twitter,neu
"May 28, 2021 @ 21:37:06.245","روزی که به کسی نیاز نداشته باشم برای زندگیم عید منه",twitter,neu
"May 28, 2021 @ 21:37:05.464","قضیه برعکسه؛ با شوخی کردن نمیشه دوست صمیمی شد. باید دوست صمیمی بود تا بشه شوخی کرد.
از اون نابه‌هنگام‌های نیچه‌ست.",twitter,neu
"May 28, 2021 @ 21:37:03.033","بعضی دوستان از عدالت‌خواهی به مصلحت‌خواهی چرخش مسیر داده‌اند",twitter,neu
"May 28, 2021 @ 21:37:02.200","مگه خودش مهمه که دوهمسریش مهم باشه",twitter,neu
"May 28, 2021 @ 21:36:59.312","من، روزی که بتونم سوسک حموم رو تنهایی بُکشم:
-می‌سااازمم دنیااامو یه نفرههههه",twitter,neu
"May 28, 2021 @ 21:36:58.479","بیشتر از این😂😂",twitter,neu
"May 28, 2021 @ 21:36:57.977","جدیدا خیلی تو تنهایی خودم غرقم",twitter,neg
"May 28, 2021 @ 21:36:54.650","این واقعا جالب بود",twitter,pos
"May 28, 2021 @ 21:36:50.617","مشکل از تو نیست ،صبحانه دلیل کافی برای نخوابیدن خیلی ها نیست",twitter,neu
"May 28, 2021 @ 21:36:49.923","ولی به مولا خیلی ظلمه که من این لایوا رو از دست دادم",twitter,neg
"May 28, 2021 @ 21:36:45.937","حالش به چشمشه؛)",twitter,pos
"May 28, 2021 @ 21:36:40.089","فرندز دانلود کردم و واقعا می ترسم نگاهش کنم چون میخوام با فرندز فقط بخندم نمیخوام گریه کنم......",twitter,neg
"May 28, 2021 @ 21:36:34.096","😂😂😂😂😂😂😂
حتی دیگه پول و مول هم دیگه نیست برا دزدیدن 
مفاهیم رو دارن میدزدن😂",twitter,pos
"May 28, 2021 @ 21:36:33.734","با جمله‌ی یکی مونده به آخر مخالفم.",twitter,neg
"May 28, 2021 @ 21:36:30.105","آفا اگه دیکته بعد از اظهارات فتاح رو ببینی له پرت بودنش ایمان میاری😂",twitter,neu
"May 28, 2021 @ 21:36:27.090","با تصورشم ارضا شدم!
اووووووففففف",twitter,pos
"May 28, 2021 @ 21:36:26.705","ﻣـﮕـﺬار ﻛـﻪ ﻳـﺎد ﻣـﺎ را ﻃـﻌﻢ ﺗـﻠﺦ اﻳـﻦ ﺣﻘﻴﻘﺖ ﺑﺒﺮد
اﻳﻦ ﺣﻘﻴﻘﺖ اﺳﺖ ﻛﻪ از دل ﺑﺮود ﻫﺮ آﻧﻜﻪ از دﻳﺪه رود
#سیاوش_قمیشی",twitter,neg
"May 28, 2021 @ 21:36:24.368","چرا به خودش میگه زشت آخه",twitter,neu
"May 28, 2021 @ 21:36:24.203","آهان نمیدونم. به بنیادشون ایمیل زدی؟",twitter,neu
"May 28, 2021 @ 21:36:22.044","باید یک سری به ایران بزنم و زبان پارسی را یاد بگیرم.
منتظرم کی شما نوجوانان و جوانان و برومندان ایرانزمین، این لیبرالها را به ذباله دان می‌فرستید که راه آمدن من باز شود !",twitter,neu
"May 28, 2021 @ 21:36:18.741","بله حق باشماست اتفاقا ما به تعدادی ازدوستان یاداوری کردیم ولی خب تعداد زیاد بودن.
باید دوستان انقلابی یا بدون هشتگ بزنن یا دوتایی.
البته که افتاب زیر کاسه نیست و توی کل جامعه ،عملکرد و واقعیتِ وجودیشون کاملا مشخص وواضح ومحسوسه..
همونام که میگن یا از سر لجه یا بغض..چاره ای ندارن☹",twitter,pos
"May 28, 2021 @ 21:36:16.000","بذار یه بارشو ببینم اول :))",twitter,neu
"May 28, 2021 @ 21:36:13.791","از عکس پروفایلتم میشد فهمید 😂",twitter,neu
"May 28, 2021 @ 21:36:10.911","می‌شه. پول مفت نده به کلاس زمانت رو هم سیو کن. این آموزش‌هاش خوبه:",twitter,pos
"May 28, 2021 @ 21:36:05.421","مسولین مدرسه هرسال موقع معرفی یونیفرم جدید یه جوری ژست میگیرفتن انگار بعد ساعت‌ها تحقیق و بررسی این مدلا رو طراحی کرده بودن.
مانتو ده سایز بزرگتر و شلوار کردی و مقنعه چونه‌دار که این حرفا رو نداشت. :{",twitter,neu
"May 28, 2021 @ 21:36:05.124","توییت لیس رو به مناسبت گلرخ ریت زدم😑😂",twitter,neu
"May 28, 2021 @ 21:36:04.373","پنجم و شیشم ابتدایی مث سگ از این دخترا میکشیدم.همشون صورتشون و هیکلشون همینجوری بود.فقط ارایش و مو و اکسسوری و لباسشون فرق داشت.حیف که ننه بابام سه سال پیش هر چی نقاشی داشتمو سوزوندن...تو اون سن نقاشیامو به عنوان ایده ی ساخت عروسک نگه میداشتم که اگه بعدا پول دستم اومد درست کنمشون",twitter,neu
"May 28, 2021 @ 21:36:04.123","من به عنوان کسی که ایفون ۱۲ استفاده میکنم سامسونگ s21ultra خیلی بهتر از ایفون هستش",twitter,neu
"May 28, 2021 @ 21:35:57.195","طرف نوشته روحانی برای ۸۰ میلیون ایرانی مهربان تر از پدر بود
آقا رعایت کنین تو رو خدا. دیگه اراجیف نبافین",twitter,neg
"May 28, 2021 @ 21:35:55.094","هوانگ تو گلوت گیر نکنه؟",twitter,neu
"May 28, 2021 @ 21:35:54.821","فرقی نداره که",twitter,neu
"May 28, 2021 @ 21:35:51.005","آها هیچی راستی کیر فرندز که هیچی کیر فناشم نیستی",twitter,neg
"May 28, 2021 @ 21:35:50.739","تو جاده که خبری نبود",twitter,neu
"May 28, 2021 @ 21:35:50.705","یه بار گفتی دیگه بسه",twitter,neg
"May 28, 2021 @ 21:35:49.773","حشرات هم جزو حیوانات حساب میشن؟

#حامی_حیوانات باشیم/نباشیم؟",twitter,neu
"May 28, 2021 @ 21:35:49.515","فکر کنم بعد از رد صلاحیت لاریجون #فرید_مدرسی تصمیم گرفته برای خودش تبلیغ کنه 😀😀 
#کلاب_هاوس",twitter,neu
"May 28, 2021 @ 21:35:49.370","فقط طائر نسخه dual seeker داره که تو تعداد محدود برای اهدافی خاص توسعه دادن",twitter,neu
"May 28, 2021 @ 21:35:44.211","حالا رابطه‌ی منو بابام خیلی هم حسنه نیست سر همین نه برام مهمه نه ناراحتم می‌کنه، شاید مامانم بود ناراحت می‌شدم:))",twitter,neg
"May 28, 2021 @ 21:35:43.183","این دختره لی‌لی فردین، چطوری همیشه بدون آرایشه همیشه هم جذابه؟😕",twitter,pos
"May 28, 2021 @ 21:35:42.932","ما مسافرت نمیریم ما کسب و کارمون رو باید تعطیل کنیم ما مهمونی نباید بریم ما دورهمی نباید بریم ما مردم ما ما .....ولی هیچ کس نمیگه پس این واکسن کوفتی کجاست با تعطیلی کسب و کار و مسافرت نرفتن کرونا نابود نمیشه ولی با واکسن چرا میشه",twitter,neg
"May 28, 2021 @ 21:35:42.314","#روحانی_متشکریم که با عملکردت باعث ردصلاحیت لاریجانی و جهانگیری و سایر هم پیاله هات شدی.",twitter,neg
"May 28, 2021 @ 21:35:41.835","درخواست از آیت‌الله رئیسی؛ از ظرفیت «سعید محمد» در دولت خود استفاده کنید  #فارس_من",twitter,neu
"May 28, 2021 @ 21:35:39.782","نوشته ها رو هم با CNC کار کردی ؟!",twitter,neu
"May 28, 2021 @ 21:35:39.016","چرا حسودی میکنی",twitter,neg
"May 28, 2021 @ 21:35:36.994","سِی هلو تو اینا",twitter,pos
"May 28, 2021 @ 21:35:36.418","اگه دوست دارین این دو تا رو فالو کنین
این رون پفکی دو: 
اک استی ام:",twitter,neu
"May 28, 2021 @ 21:35:34.667","اومدم برم به بابام بگم بیا قسطی برام یه تبلت بخر قسطشو باهم بدیم که گوشی زنگ خورد و مامان بزرگم اونور داشت جیغ میزد که برام یخچال بگیر. حالا اعصاب بابام کیریه و من هم جرئت ندارم از اتاق برم بیرون. ممنون.",twitter,neu
"May 28, 2021 @ 21:35:29.100","زهرا تو هی روم میزنی قط میشی که🤦🏻‍♀️",twitter,neu
"May 28, 2021 @ 21:35:26.893","حالت تهوع بهم دست میده تا این کلیدوازه های لعنتی رو میخونم 
و رحمت اله علی القوم المومنین",twitter,neu
"May 28, 2021 @ 21:35:26.587","واااااااااااای مرسی، الان چهل ساله میگن بدون آموزش و هزینه و تدارکات فقط با پشتوانه غیرت برید ببرید!",twitter,pos
"May 28, 2021 @ 21:35:26.388","منم برا بچمو نگه داشتم 
تو بغلمه =)))))]",twitter,neu
"May 28, 2021 @ 21:35:21.397","سوختی؟😐🤷‍♂️
اریو کیدینگ می هانی؟
اینتراکشن داشتم الان دی اکتیو میگردم نه اینکه کیرمو بکنم دهن اونایی که اینتراکشن داشتن😁",twitter,neu
"May 28, 2021 @ 21:35:19.022","میپوکی که",twitter,neu
"May 28, 2021 @ 21:35:18.753","برو زیرابش رو پیش دوسپسرش بزن.                  اعصاب مایی که این توییت رو خوندیم رو آروم کن",twitter,neu
"May 28, 2021 @ 21:35:17.367","حالا چرا اینقد ناراحتین یکی فیک بوده خب آروم باشین بابا چیزی نشده به اعصابتون مسلط باشین",twitter,neu
"May 28, 2021 @ 21:35:13.549","مفتی بزرگ مصر: با استناد به قرآن و احادیث پیامبر اسلام جنگ و کشتار مردم افغانستان عمل ناروا و به گونه مطلق حرام است.",twitter,neg
"May 28, 2021 @ 21:35:12.673","#سلام_امام_زمانم 💚

دلم برای تو تنگ است ای سرا پا خوب
دلم برای تو تنگ است مثل تنگ غروب

چه لحظه‌های غریبی که بی تو میگذرند
چه روزگار عجیبیست بی‌تو ای‌محبوب

#اللهم_عجل_لولیک_الفرج",twitter,pos
"May 28, 2021 @ 21:35:11.431","منم
میترسم یه وقت با منیجمنتش یا میای دیگه سر این آهنگ رپش دعوا کنه",twitter,neu
"May 28, 2021 @ 21:35:08.834","من هنوز اولین توییتون ُ بوکمارک دارم :)

 قشنگ سر بیلبورد ۲۰۱۹ به خارجیا حسادت میورزیدم که چرا فن بیس نداریم ㅠㅠ 

و بلهههههههههه دوماه بعد ارزوم براورده شد :))",twitter,neu
"May 28, 2021 @ 21:35:08.639","غیرت 3 تا معنی کاربردی داره:
1.حسادت : که هرچند اشتباه ولی عاشق حسوده.
2.ناموس پرستی: اونقدر عاشقش باشی که به کلمه پرستیدن برسه؛ مثلا شاملو به آیدا میگفت خدای کوچک.
3.تعصب: یه جنس تعصب خاص. مثلا آدم به خدا نمیگه چون تعصب دارم برو تو کعبه بشین کسی نبینتت، جونش رو حاضره براش بده
:)",twitter,neu
"May 28, 2021 @ 21:35:06.368","#این_جمعه_هم_گذشت
و نبودنت به یادم آورد که مدتهاست که خواب غفلتم به درازا کشیده است ...
شرمنده‌ام مولا جان😔
#اللهم_عجل_لولیک_الفرج",twitter,neg
"May 28, 2021 @ 21:35:03.910","رقابت خیلی تنگاتنگه. بشار 95درصد اورده. رییسی از الان میگه من 100درصدم",twitter,neu
